Transaction ID,Date,Currency,Sender,Receiver,Amount,Fee,Type,Amount Value,Fee Value,Currency Type From Amount
TX950,27/05/2023,Zentia,Mr. Philip Velasquez,Michelle Robinson,120 Zentia,35 Zentia,Purchase,120,35,Zentia
TX951,24/06/2023,Lumina,Pamela Fitzpatrick,Kristi Flowers,571 Lumina,25 Lumina,Purchase,571,25,Lumina
TX952,11/05/2023,Lumina,Teresa Pitts,Becky Norman,787 Lumina,5 Lumina,Purchase,787,5,Lumina
TX953,16/03/2023,Electra,Marie Edwards,Carol Carter,104 Electra,22 Electra,Payment,104,22,Electra
TX954,06/03/2023,Auric,Richard Whitaker,Mrs. Ashley George,507 Auric,15 Auric,Purchase,507,15,Auric
TX955,19/05/2023,Auric,Shannon Craig,Ryan Mendoza,976 Auric,15 Auric,Transfer,976,15,Auric
TX956,09/07/2023,Electra,Stephanie Gould,Jeffrey Wood,995 Electra,18 Electra,Transfer,995,18,Electra
TX957,13/07/2023,Lumina,Amy Martinez,Yvonne Cooley,897 Lumina,31 Lumina,Payment,897,31,Lumina
TX958,02/07/2023,Zentia,Dr. Jennifer Carter MD,Samantha Garcia,539 Zentia,13 Zentia,Purchase,539,13,Zentia
TX959,11/03/2023,Auric,Jordan King,Francisco Neal,169 Auric,22 Auric,Purchase,169,22,Auric
TX960,01/02/2023,Zentia,Andrew Fowler,Daniel Collins,366 Zentia,9 Zentia,Payment,366,9,Zentia
TX961,19/04/2023,Electra,Kenneth Carter,Joseph Hancock,277 Electra,37 Electra,Payment,277,37,Electra
TX962,02/08/2023,Lumina,Curtis Stewart,Darren Daniels,572 Lumina,21 Lumina,Purchase,572,21,Lumina
TX963,13/02/2023,Zentia,Kristen Elliott,Misty Ross,581 Zentia,8 Zentia,Purchase,581,8,Zentia
TX964,05/01/2023,Auric,Susan Logan,Lance Castillo,384 Auric,27 Auric,Purchase,384,27,Auric
TX965,21/07/2023,Zentia,David Strickland,Tiffany Hamilton,677 Zentia,46 Zentia,Purchase,677,46,Zentia
TX966,20/07/2023,Lumina,Adriana Williams,Keith Miller,456 Lumina,29 Lumina,Transfer,456,29,Lumina
TX967,01/03/2023,Auric,Robert Robinson,Walter Sullivan,687 Auric,17 Auric,Transfer,687,17,Auric
TX968,03/02/2023,Zentia,Sarah Ingram,April Williams,728 Zentia,16 Zentia,Purchase,728,16,Zentia
TX969,10/04/2023,Electra,Chelsea Fuller,Debra Smith,173 Electra,26 Electra,Purchase,173,26,Electra
TX970,17/04/2023,Auric,Steven Robertson,Allen Barrett,655 Auric,6 Auric,Transfer,655,6,Auric
TX971,24/01/2023,Lumina,April Cooper,Geoffrey Gonzales,603 Lumina,8 Lumina,Transfer,603,8,Lumina
TX972,19/08/2023,Lumina,Michelle Hayes,Katherine Evans,310 Lumina,17 Lumina,Transfer,310,17,Lumina
TX973,21/04/2023,Lumina,Richard Mcgee,Cameron Ortiz,768 Lumina,43 Lumina,Transfer,768,43,Lumina
TX974,28/01/2023,Lumina,John Chung,Joanna Blankenship,864 Lumina,17 Lumina,Transfer,864,17,Lumina
TX975,16/06/2023,Electra,Kimberly Flores,Amanda Pacheco,883 Electra,45 Electra,Purchase,883,45,Electra
TX976,04/01/2023,Electra,Amanda Calderon,Stephanie Long,394 Electra,43 Electra,Transfer,394,43,Electra
TX977,30/01/2023,Electra,Brittany Arnold,Lisa Acosta,648 Electra,39 Electra,Purchase,648,39,Electra
TX978,05/01/2023,Zentia,Dale Bowers,Anthony Hicks,331 Zentia,9 Zentia,Transfer,331,9,Zentia
TX979,31/07/2023,Electra,Katherine Ruiz,Kenneth Mcclure,102 Electra,40 Electra,Purchase,102,40,Electra
TX980,27/07/2023,Electra,Jennifer Collins,Erica Hernandez,784 Electra,19 Electra,Transfer,784,19,Electra
TX981,03/03/2023,Auric,Renee Sanchez,Tammy Calhoun,499 Auric,24 Auric,Transfer,499,24,Auric
TX982,17/01/2023,Electra,Jacob Cook,Jonathan Clark,313 Electra,50 Electra,Payment,313,50,Electra
TX983,16/07/2023,Auric,Ashley Ross,Erin Peterson,29 Auric,34 Auric,Transfer,29,34,Auric
TX984,02/03/2023,Electra,Sarah White,Michael Gutierrez,457 Electra,4 Electra,Payment,457,4,Electra
TX985,30/05/2023,Auric,Alisha Keith,Matthew Anderson,789 Auric,16 Auric,Transfer,789,16,Auric
TX986,26/03/2023,Auric,Tyler Boyd,Wayne Cook,17 Auric,6 Auric,Purchase,17,6,Auric
TX987,11/05/2023,Zentia,Adam Reynolds,Adam Green,404 Zentia,12 Zentia,Payment,404,12,Zentia
TX988,07/07/2023,Electra,Heidi Chambers,Lauren Keith,315 Electra,43 Electra,Transfer,315,43,Electra
TX989,16/05/2023,Lumina,Monica Brock,Jonathan Howard,485 Lumina,35 Lumina,Payment,485,35,Lumina
TX990,19/08/2023,Auric,Amber Bullock,Samantha Gilbert,417 Auric,16 Auric,Payment,417,16,Auric
TX991,04/02/2023,Electra,Sydney Thomas,Keith Garza,618 Electra,50 Electra,Payment,618,50,Electra
TX992,07/07/2023,Electra,Rachel Meyer,Joel Miller,602 Electra,16 Electra,Purchase,602,16,Electra
TX993,05/04/2023,Electra,Michael Harrison,Crystal Swanson,345 Electra,30 Electra,Payment,345,30,Electra
TX994,25/07/2023,Auric,Jordan Schaefer,Brian Robinson,61 Auric,41 Auric,Payment,61,41,Auric
TX995,30/05/2023,Zentia,James Gonzalez,Deanna Nguyen,622 Zentia,2 Zentia,Transfer,622,2,Zentia
TX996,26/05/2023,Zentia,Sheena Freeman,Kimberly Galvan,486 Zentia,24 Zentia,Purchase,486,24,Zentia
TX997,08/07/2023,Zentia,James Moore,Kristin Alexander,546 Zentia,34 Zentia,Payment,546,34,Zentia
TX998,03/03/2023,Zentia,Rose Webster,Joyce Beasley,539 Zentia,16 Zentia,Purchase,539,16,Zentia
TX999,14/06/2023,Electra,Carrie Wheeler,Fred Anderson,454 Electra,11 Electra,Payment,454,11,Electra
TX1000,01/06/2023,Auric,Maureen Campos,Bradley Kelly,677 Auric,41 Auric,Payment,677,41,Auric
TX1001,27/04/2023,Auric,Bryan Moore,John Moses,565 Auric,34 Auric,Transfer,565,34,Auric
TX1002,27/07/2023,Lumina,Rebekah Pearson,Laura Ferguson,957 Lumina,44 Lumina,Purchase,957,44,Lumina
TX1003,27/07/2023,Electra,Elizabeth Jones,Carol Dennis,909 Electra,28 Electra,Purchase,909,28,Electra
TX1004,28/01/2023,Electra,Daniel Ray,Linda Fowler,480 Electra,23 Electra,Purchase,480,23,Electra
TX1005,10/02/2023,Zentia,Megan Hudson,Lisa Jennings,379 Zentia,35 Zentia,Purchase,379,35,Zentia
TX1006,19/08/2023,Zentia,Jonathon Watkins,Tammy Hayes,693 Zentia,42 Zentia,Purchase,693,42,Zentia
TX1007,18/05/2023,Lumina,Matthew Kirk,Anthony Zimmerman,230 Lumina,24 Lumina,Transfer,230,24,Lumina
TX1008,05/01/2023,Auric,Rebecca Wyatt,Natalie Evans,123 Auric,4 Auric,Transfer,123,4,Auric
TX1009,02/05/2023,Auric,Gerald Brown,Matthew Bennett,625 Auric,3 Auric,Purchase,625,3,Auric
TX1010,12/06/2023,Auric,Mackenzie Duncan,Cynthia Lowery,643 Auric,28 Auric,Payment,643,28,Auric
TX1011,15/06/2023,Lumina,Christina Ray,Victor Taylor MD,104 Lumina,15 Lumina,Payment,104,15,Lumina
TX1012,09/03/2023,Electra,Randall Nelson,William Wright,981 Electra,19 Electra,Payment,981,19,Electra
TX1013,27/08/2023,Zentia,Julian Clarke,Elizabeth Tran,599 Zentia,35 Zentia,Purchase,599,35,Zentia
TX1014,02/07/2023,Lumina,Charles Hill,Linda Sanchez,387 Lumina,23 Lumina,Payment,387,23,Lumina
TX1015,04/02/2023,Auric,James Buck,Daniel Morris,605 Auric,23 Auric,Purchase,605,23,Auric
TX1016,26/05/2023,Lumina,Valerie Marshall,Sandra Peterson,856 Lumina,33 Lumina,Payment,856,33,Lumina
TX1017,19/03/2023,Lumina,Deanna Stone,Anne Green,368 Lumina,47 Lumina,Purchase,368,47,Lumina
TX1018,23/03/2023,Electra,Wesley Fields,Rachel Williams,121 Electra,42 Electra,Purchase,121,42,Electra
TX1019,04/03/2023,Lumina,Robert Nielsen,Michael Houston,36 Lumina,42 Lumina,Purchase,36,42,Lumina
TX1020,03/08/2023,Electra,Jesse Davies,Steven Davis,209 Electra,26 Electra,Payment,209,26,Electra
TX1021,07/06/2023,Lumina,Kara Ross,Mr. Willie Watson,430 Lumina,17 Lumina,Purchase,430,17,Lumina
TX1022,02/01/2023,Auric,Derek Larsen,Matthew Vargas,644 Auric,2 Auric,Purchase,644,2,Auric
TX1023,12/01/2023,Electra,Savannah Cook,Michael Ortega,772 Electra,46 Electra,Purchase,772,46,Electra
TX1024,01/08/2023,Zentia,William Page,Ricky Nicholson,919 Zentia,29 Zentia,Payment,919,29,Zentia
TX1025,09/06/2023,Auric,Andrew Flores,Carlos Brennan,641 Auric,37 Auric,Purchase,641,37,Auric
TX1026,11/01/2023,Auric,Jeffrey Clark,Paige Reyes,747 Auric,7 Auric,Payment,747,7,Auric
TX1027,03/08/2023,Zentia,Stephanie Simon,Mark Hays,980 Zentia,35 Zentia,Purchase,980,35,Zentia
TX1028,27/01/2023,Lumina,Jason Park,Alexa Wood,986 Lumina,36 Lumina,Transfer,986,36,Lumina
TX1029,14/06/2023,Zentia,Kelly Garcia,Terri Hall,287 Zentia,27 Zentia,Purchase,287,27,Zentia
TX1030,18/07/2023,Lumina,Vanessa Odom MD,Joshua Smith,890 Lumina,38 Lumina,Transfer,890,38,Lumina
TX1031,22/06/2023,Electra,Deanna Garner,Felicia Patterson,364 Electra,15 Electra,Purchase,364,15,Electra
TX1032,15/01/2023,Zentia,David Frye,William Sanchez,742 Zentia,37 Zentia,Purchase,742,37,Zentia
TX1033,09/08/2023,Electra,John Tate,Mrs. Melissa Archer,642 Electra,27 Electra,Payment,642,27,Electra
TX1034,02/01/2023,Lumina,Emily Gomez,Thomas Hart,586 Lumina,43 Lumina,Transfer,586,43,Lumina
TX1035,25/01/2023,Auric,Gregory Joseph,Mr. Timothy Gonzales,577 Auric,29 Auric,Purchase,577,29,Auric
TX1036,09/02/2023,Lumina,Kathryn Castaneda,Bethany Torres,67 Lumina,13 Lumina,Purchase,67,13,Lumina
TX1037,12/06/2023,Zentia,Meghan Wheeler,Christopher Horne,853 Zentia,14 Zentia,Transfer,853,14,Zentia
TX1038,21/06/2023,Auric,Melanie Price,Jennifer Cook,798 Auric,12 Auric,Purchase,798,12,Auric
TX1039,15/02/2023,Lumina,Matthew Singh,Lisa Contreras,233 Lumina,11 Lumina,Purchase,233,11,Lumina
TX1040,01/08/2023,Electra,Emily Lawrence,David Mathews,239 Electra,42 Electra,Purchase,239,42,Electra
TX1041,05/03/2023,Electra,Kaitlin Smith,Richard Chavez,679 Electra,50 Electra,Purchase,679,50,Electra
TX1042,18/08/2023,Zentia,Chad Brennan,John Harrington,25 Zentia,33 Zentia,Purchase,25,33,Zentia
TX1043,05/05/2023,Lumina,Kelly Mata,Zachary Sanders,299 Lumina,19 Lumina,Purchase,299,19,Lumina
TX1044,23/01/2023,Electra,Peter Shaw,Jeremy Boyer,298 Electra,37 Electra,Purchase,298,37,Electra
TX1045,16/07/2023,Zentia,Tina Miller,Sara Kelly,111 Zentia,47 Zentia,Transfer,111,47,Zentia
TX1046,16/07/2023,Electra,Kelly Young,Rodney Phillips,473 Electra,10 Electra,Transfer,473,10,Electra
TX1047,07/02/2023,Electra,Ashley Wall,Richard Neal,809 Electra,38 Electra,Purchase,809,38,Electra
TX1048,10/07/2023,Electra,Tracy Smith,Benjamin Lyons,16 Electra,33 Electra,Purchase,16,33,Electra
TX1049,26/05/2023,Auric,Scott Walton,Samuel Diaz,737 Auric,15 Auric,Payment,737,15,Auric
TX1050,15/07/2023,Zentia,Michelle Edwards,Ryan Alvarez,251 Zentia,43 Zentia,Purchase,251,43,Zentia
TX1051,08/08/2023,Electra,Sherri Smith,Luke Sherman,414 Electra,32 Electra,Payment,414,32,Electra
TX1052,21/03/2023,Zentia,Jessica Mcmahon,Lisa Gallegos,912 Zentia,42 Zentia,Purchase,912,42,Zentia
TX1053,05/01/2023,Lumina,Stacy Holmes,Michael Jones,915 Lumina,32 Lumina,Transfer,915,32,Lumina
TX1054,16/02/2023,Lumina,Susan Gates,Amanda Davis,182 Lumina,28 Lumina,Payment,182,28,Lumina
TX1055,10/02/2023,Electra,Anthony Williams,Stephanie Bowers,91 Electra,48 Electra,Payment,91,48,Electra
TX1056,25/03/2023,Electra,Brooke Kim,Patrick Black,262 Electra,16 Electra,Transfer,262,16,Electra
TX1057,24/03/2023,Lumina,Renee Gutierrez,John West,866 Lumina,45 Lumina,Transfer,866,45,Lumina
TX1058,05/07/2023,Zentia,Lindsey Davidson,Jeremy Miller,70 Zentia,48 Zentia,Purchase,70,48,Zentia
TX1059,12/08/2023,Lumina,Christopher Ramos,Melissa Valdez,661 Lumina,46 Lumina,Payment,661,46,Lumina
TX1060,15/02/2023,Electra,Jaclyn Turner,Steven Watkins,712 Electra,42 Electra,Payment,712,42,Electra
TX1061,03/04/2023,Zentia,Larry Woods,Margaret Morton,490 Zentia,20 Zentia,Transfer,490,20,Zentia
TX1062,30/01/2023,Zentia,Danielle Smith,James Sandoval,811 Zentia,34 Zentia,Transfer,811,34,Zentia
TX1063,25/01/2023,Electra,Mrs. Rebecca Clark DVM,Daniel Walton,939 Electra,44 Electra,Purchase,939,44,Electra
TX1064,03/01/2023,Lumina,Margaret Mitchell,Amy Rodriguez,438 Lumina,42 Lumina,Purchase,438,42,Lumina
TX1065,25/04/2023,Electra,Cody Wall,Angela Smith,415 Electra,42 Electra,Payment,415,42,Electra
TX1066,20/02/2023,Lumina,Robert Clark,Devon Stephens,807 Lumina,1 Lumina,Payment,807,1,Lumina
TX1067,01/03/2023,Lumina,Renee White,Jamie Hoffman,557 Lumina,13 Lumina,Payment,557,13,Lumina
TX1068,16/04/2023,Electra,Christian Miller,Daniel Wu,944 Electra,44 Electra,Purchase,944,44,Electra
TX1069,12/06/2023,Electra,Thomas Rose,Mr. William Brown,699 Electra,47 Electra,Purchase,699,47,Electra
TX1070,07/02/2023,Auric,Douglas Reyes,Joseph Johnson,277 Auric,13 Auric,Payment,277,13,Auric
TX1071,06/04/2023,Auric,Bradley Cooper,Joshua Williams,793 Auric,14 Auric,Payment,793,14,Auric
TX1072,23/03/2023,Lumina,George Lopez,Alexander Ortiz,285 Lumina,38 Lumina,Transfer,285,38,Lumina
TX1073,13/04/2023,Lumina,Andrew Mcdonald,Andres Conway,386 Lumina,2 Lumina,Payment,386,2,Lumina
TX1074,02/05/2023,Auric,Patrick Jackson,Jill Friedman,776 Auric,49 Auric,Purchase,776,49,Auric
TX1075,17/03/2023,Zentia,Tammy Knight,Carrie Garcia,840 Zentia,34 Zentia,Payment,840,34,Zentia
TX1076,24/07/2023,Zentia,Stacey Smith,Amanda Jimenez,718 Zentia,17 Zentia,Purchase,718,17,Zentia
TX1077,27/06/2023,Zentia,Mr. Jack Lyons Jr.,Curtis Hodges,897 Zentia,35 Zentia,Transfer,897,35,Zentia
TX1078,30/04/2023,Lumina,Dr. Kristy Brown,Keith Atkins,653 Lumina,6 Lumina,Purchase,653,6,Lumina
TX1079,06/05/2023,Zentia,David Pierce,Meghan Johnson,355 Zentia,14 Zentia,Transfer,355,14,Zentia
TX1080,23/06/2023,Zentia,Joshua Gray,Andre Johnston,339 Zentia,10 Zentia,Transfer,339,10,Zentia
TX1081,29/04/2023,Lumina,Elizabeth Wells,Julia Turner,765 Lumina,33 Lumina,Purchase,765,33,Lumina
TX1082,30/05/2023,Zentia,Christopher Jones,Katherine Rodgers MD,942 Zentia,39 Zentia,Transfer,942,39,Zentia
TX1083,09/04/2023,Electra,Sherri Riley,Christina Turner DVM,447 Electra,3 Electra,Transfer,447,3,Electra
TX1084,14/05/2023,Zentia,Micheal Gordon,Kara Newman,784 Zentia,43 Zentia,Transfer,784,43,Zentia
TX1085,08/02/2023,Lumina,James Smith,Sarah Gonzalez,268 Lumina,41 Lumina,Purchase,268,41,Lumina
TX1086,14/01/2023,Lumina,Stanley Jacobs,Shawn Robinson,292 Lumina,48 Lumina,Payment,292,48,Lumina
TX1087,03/04/2023,Lumina,Kathleen Turner,Douglas Webster,979 Lumina,43 Lumina,Transfer,979,43,Lumina
TX1088,17/05/2023,Zentia,Elizabeth Whitney,Phillip Miles,374 Zentia,21 Zentia,Transfer,374,21,Zentia
TX1089,13/07/2023,Auric,Lauren Martin,Elizabeth Williams,372 Auric,2 Auric,Payment,372,2,Auric
TX1090,01/08/2023,Electra,Edward Koch,Jimmy Jones,694 Electra,22 Electra,Purchase,694,22,Electra
TX1091,16/01/2023,Lumina,Micheal Price,Jessica Dyer,753 Lumina,37 Lumina,Payment,753,37,Lumina
TX1092,30/07/2023,Auric,Teresa Evans,Alicia Hoover,760 Auric,28 Auric,Transfer,760,28,Auric
TX1093,15/05/2023,Auric,Kelly Rivas,James Olson,667 Auric,34 Auric,Transfer,667,34,Auric
TX1094,27/07/2023,Zentia,Donald Yates,Samantha Gibbs,59 Zentia,25 Zentia,Payment,59,25,Zentia
TX1095,15/01/2023,Lumina,Ashley Lowe,Benjamin Mercado,584 Lumina,11 Lumina,Transfer,584,11,Lumina
TX1096,23/04/2023,Zentia,Seth Johnson,James Brewer,398 Zentia,47 Zentia,Purchase,398,47,Zentia
TX1097,05/07/2023,Electra,Matthew Christensen,Jonathan Frank,678 Electra,24 Electra,Transfer,678,24,Electra
TX1098,05/02/2023,Auric,Sabrina Rivas,Daniel Harvey,972 Auric,24 Auric,Purchase,972,24,Auric
TX1099,20/07/2023,Zentia,Jim Manning,Bruce Bolton,792 Zentia,38 Zentia,Transfer,792,38,Zentia
TX1100,18/03/2023,Electra,Debra Oconnell,Steven Lowe,935 Electra,34 Electra,Payment,935,34,Electra
TX1101,16/07/2023,Electra,Brandy Brown,April Yoder,829 Electra,42 Electra,Payment,829,42,Electra
TX1102,01/05/2023,Electra,James Carson,Kelly Garcia,951 Electra,29 Electra,Transfer,951,29,Electra
TX1103,17/02/2023,Electra,Anthony Harrison,Sarah James,283 Electra,12 Electra,Payment,283,12,Electra
TX1104,18/06/2023,Auric,Richard Tate Jr.,Calvin Sullivan,455 Auric,37 Auric,Purchase,455,37,Auric
TX1105,24/07/2023,Auric,Sharon Adkins,Russell Brown,218 Auric,41 Auric,Purchase,218,41,Auric
TX1106,26/02/2023,Zentia,Tonya Blankenship,Lisa Adams,942 Zentia,6 Zentia,Payment,942,6,Zentia
TX1107,06/03/2023,Electra,Michael Fitzgerald,Christina Elliott,366 Electra,1 Electra,Payment,366,1,Electra
TX1108,09/03/2023,Electra,Katie Lucero,Tami Matthews,407 Electra,13 Electra,Payment,407,13,Electra
TX1109,31/03/2023,Auric,Eric Clark,Frank Lawson,375 Auric,24 Auric,Purchase,375,24,Auric
TX1110,01/01/2023,Lumina,Scott Smith,Michael Stanton,271 Lumina,16 Lumina,Purchase,271,16,Lumina
